name,rating,average_price,average _delivery_time,location,cuisine,phone,features
Fast Deli,3.2,200,27,Jodhpur,Fast Food,+91 829-783-4848,"Parking, WiFi, Live Music, AC"
Fast Filling,3.2,400,61,Kolkata,"North Indian, Fast Food, Street Food",+91 774-676-9381,"Home Delivery, Live Music"
Fast Food,2.7,350,35,Allahabad,Multicuisine,+91 899-119-2440,"Parking, WiFi"
Fast Food By Paras,3,150,34,Kota,"Street Food, Bakery",+91 786-222-3439,"Takeaway Available, Parking"
Fast Food Center,4.1,200,29,Dehradun,Multicuisine,+91 767-359-6589,"Home Delivery, Takeaway Available"
Fast Food Club,4,150,31,Saharanpur,Fast Food,+91 710-649-9635,"Outdoor Seating, WiFi, Live Music, Takeaway Available"
Fast Food Company,3.9,200,43,Kota,"North Indian, Street Food",+91 847-200-2648,"Takeaway Available, WiFi, Parking"
Fast Food For Foodies,3.8,250,48,NCR,Fast Food,+91 706-938-7136,"Parking, Live Music"
Fast Food Junction,2.8,400,41,Surat,Street Food,+91 969-968-4372,"Home Delivery, WiFi, Live Music"
Fast Food Junction,3.7,100,53,Kanpur,"South Indian, Fast Food, Street Food",+91 949-458-4744,"Live Music, WiFi"
Fast Food Junction,3.7,300,29,Bareilly,Fast Food,+91 762-290-7989,"Outdoor Seating, Parking, Live Music"
Fast Food Point,3.9,100,40,Chandigarh,Fast Food,+91 796-844-9258,"AC, Outdoor Seating, Parking"
Fast Food Point,4,100,25,Gorakhpur,"North Indian, Biryani",+91 827-269-7836,"Home Delivery, Live Music, WiFi, Takeaway Available"
Fast Food Tack Away,3.7,200,34,Bhopal,North Indian,+91 894-162-5451,"Live Music, Outdoor Seating, WiFi, Parking"
Fast Food World's,3.5,150,38,Bareilly,"Fast Food, Street Food",+91 953-404-4689,"AC, Takeaway Available, Outdoor Seating, Live Music"
Fast Food Zone,4.3,100,33,Gaya,Multicuisine,+91 714-359-7307,"Home Delivery, Takeaway Available"
Fast N Fresh,3.8,100,17,Aligarh,Fast Food,+91 881-880-4939,"Home Delivery, Live Music, Parking"
Fast N Fresh,4.3,300,41,Ludhiana,Fast Food,+91 763-623-1141,"WiFi, Live Music, Takeaway Available"
Fasta Pizza,4.1,100,50,Chennai,Fast Food,+91 940-733-2618,"Parking, AC"
Fat Belly,4.3,150,21,Guwahati,Fast Food,+91 764-907-3401,"AC, Outdoor Seating"
Fat Boys Cafe,4,150,28,Agra,Fast Food,+91 758-749-3359,"AC, Outdoor Seating"
Fat Chef Grill,3.8,200,37,Ludhiana,Multicuisine,+91 726-758-8751,"Parking, Takeaway Available, Live Music"
Fat Chicken 7,4,450,34,Ludhiana,North Indian,+91 966-870-7968,"WiFi, Home Delivery, Outdoor Seating, Live Music"
Fat Chinese Chef,3.5,600,43,NCR,Multicuisine,+91 878-179-1330,"AC, Takeaway Available, Outdoor Seating, Home Delivery"
Fat Choy,4.1,300,50,Mumbai,Multicuisine,+91 727-558-2409,"WiFi, Takeaway Available"
Fat Kong,4.1,300,46,Mumbai,Multicuisine,+91 840-858-9290,"Takeaway Available, Home Delivery, Outdoor Seating, WiFi"
Fat Lulu's Cafe & Bar,4.4,200,40,NCR,Multicuisine,+91 728-190-6574,"Takeaway Available, Outdoor Seating"
Fat Mamma's,4,150,46,Kolkata,Fast Food,+91 864-383-1982,"Live Music, WiFi, Parking, Home Delivery"
Fat Monk Chinese,4.1,200,25,Mumbai,Multicuisine,+91 859-336-8479,"Live Music, Parking, Outdoor Seating"
Fat Tiger,3.2,200,37,Agra,North Indian,+91 805-369-1069,"WiFi, Outdoor Seating"
Fat Tiger,3.6,250,27,Lucknow,Fast Food,+91 897-470-9615,"Live Music, WiFi"
Fat Tiger,3.8,100,45,Ahmedabad,Fast Food,+91 872-162-7163,"AC, Takeaway Available, Home Delivery, Parking"
Fat Tiger,3.9,150,23,Gorakhpur,Fast Food,+91 918-910-2761,"Live Music, Parking, WiFi, Outdoor Seating"
Fat Tiger,3.9,150,25,Jaipur,Fast Food,+91 882-879-1477,"Parking, Live Music"
Fat Tiger,3.9,150,30,Jabalpur,Fast Food,+91 821-294-5213,"WiFi, Live Music, Home Delivery"
Fat Tiger,4,150,33,Jodhpur,Multicuisine,+91 879-649-3823,"Parking, Takeaway Available, WiFi, Home Delivery"
Fat Tiger,4,200,48,Dehradun,"North Indian, Fast Food",+91 873-774-6931,"Home Delivery, AC, Live Music, Parking"
Fat Tiger,4,250,54,Kolkata,Fast Food,+91 704-580-9020,"WiFi, Live Music, AC"
Fat Tiger,4.1,200,36,Patna,Fast Food,+91 889-674-6669,"AC, Takeaway Available"
Fat Tiger,4.2,100,38,Guwahati,Fast Food,+91 984-854-1512,"WiFi, Live Music, AC, Takeaway Available"
Fateh Food Point,3.5,100,44,Meerut,"North Indian, Street Food",+91 747-608-2509,"Live Music, Home Delivery, Outdoor Seating"
Fateraj Tea And Nasta House,4.2,100,18,Vadodara,Street Food,+91 796-860-3604,"Live Music, Parking, Home Delivery"
Fathima's Pit Stop,3.8,100,20,Tirunelveli,"South Indian, North Indian, Fast Food, Biryani",+91 817-988-7881,"AC, Outdoor Seating"
Fatima's Kitchen,3.8,250,43,Kolkata,Fast Food,+91 934-599-7151,"Outdoor Seating, Parking, AC, Home Delivery"
Fatman's Fried Chicken,3.1,550,45,Coimbatore,Fast Food,+91 878-804-3841,"Outdoor Seating, WiFi, Live Music, AC"
Fatman's Shawarma,2.9,150,52,Coimbatore,Fast Food,+91 947-601-3837,"Outdoor Seating, WiFi"
Fatso,4.1,150,26,Guwahati,"North Indian, Biryani",+91 805-878-1188,"Live Music, WiFi"
Fauji Bhojanalaya & Sweets,3.7,100,35,Allahabad,"North Indian, Fast Food",+91 970-475-9733,"Takeaway Available, Live Music, Outdoor Seating"
Fauji Dhaba - Hygiene & Trusted 24X7,3.2,200,43,Lucknow,"North Indian, Biryani",+91 832-899-3294,"Takeaway Available, Live Music, AC, Home Delivery"
Fauji Fast Food,3.9,100,22,Jalandhar,"Fast Food, Street Food",+91 869-317-9089,"WiFi, Outdoor Seating"
Favourite Pizza And Grill,4.2,200,35,Surat,Fast Food,+91 914-431-1313,"Takeaway Available, Live Music, Parking"
Favourite Shawarma,3.4,150,51,Hyderabad,Fast Food,+91 882-770-5006,"Parking, Home Delivery, Live Music"
Fayaz Biryani House,3.8,200,27,Vijayawada,"North Indian, Biryani",+91 831-298-7441,"Outdoor Seating, WiFi, AC"
FB Cakes,3.9,100,50,Bangalore,Bakery,+91 944-812-5595,"Parking, AC, Outdoor Seating"
FB Cakes,4,100,25,Coimbatore,Bakery,+91 807-511-2700,"Outdoor Seating, Live Music, AC, WiFi"
FB Cakes,4.1,150,35,Chennai,Bakery,+91 801-993-3432,"Parking, Takeaway Available"
FB Cakes,4.2,200,27,Madurai,Bakery,+91 874-636-4954,"Outdoor Seating, Parking"
FB Cakes,4.3,150,27,Madurai,Bakery,+91 870-772-5526,"Home Delivery, WiFi"
FB Cakes,4.3,200,35,Hyderabad,Bakery,+91 804-306-9106,"AC, WiFi, Home Delivery, Live Music"
FBI - Food Bank Of India Resto Cafe,3.9,200,31,Belgaum,"North Indian, Fast Food",+91 771-173-8955,"WiFi, Live Music, Outdoor Seating, AC"
FCH - Fried Chicken Hub,4.1,200,51,Hyderabad,Fast Food,+91 744-351-5493,"Home Delivery, WiFi, AC, Outdoor Seating"
FCR Food Stop,4,200,36,Ranchi,"North Indian, Fast Food, Biryani",+91 764-287-2168,"WiFi, AC, Home Delivery"
Fearless Foodie's,3.6,150,33,Bareilly,"Fast Food, Street Food",+91 775-327-1700,"Outdoor Seating, Home Delivery, Live Music, Takeaway Available"
Feast,3.4,250,29,Thrissur,"South Indian, North Indian",+91 789-791-6700,"Outdoor Seating, WiFi, AC, Home Delivery"
Feast at East,4.3,200,30,Mumbai,"North Indian, Street Food",+91 772-278-1583,"Live Music, Outdoor Seating, Home Delivery"
Feast Basket,3.5,100,26,Ajmer,"South Indian, Fast Food",+91 743-175-1993,"Live Music, AC, Outdoor Seating, Takeaway Available"
Feast Cafe & Lounge,3.7,150,45,Dehradun,"North Indian, Fast Food, Biryani",+91 789-441-7460,"Takeaway Available, AC, Parking, Home Delivery"
Feast Chicken,4,250,41,Chandigarh,"North Indian, Fast Food",+91 840-293-6272,"Live Music, Home Delivery, Takeaway Available"
Feast House,3.9,100,36,Ajmer,"North Indian, Fast Food, Street Food",+91 909-232-8927,"Takeaway Available, WiFi, Parking"
Feast Of Heaven,3.9,250,30,Meerut,"North Indian, Fast Food, Street Food",+91 879-775-3666,"Live Music, AC"
Feed Bag,4.2,150,40,Cuttack,"North Indian, Fast Food",+91 921-965-9258,"Takeaway Available, Outdoor Seating, WiFi, Home Delivery"
Feed Me Cafe,3.9,150,24,Guwahati,"North Indian, Street Food, Biryani",+91 755-910-2998,"Parking, Home Delivery, AC, Outdoor Seating"
Feeder-Liptop Club,4,150,21,Moradabad,Fast Food,+91 914-580-7431,"Live Music, Outdoor Seating, Takeaway Available"
Feel Hungry,3.6,100,48,Guwahati,"North Indian, Fast Food",+91 839-101-1281,"Home Delivery, WiFi, Takeaway Available, AC"
Feel Hungry,4.1,100,51,Bareilly,"Fast Food, Street Food",+91 733-897-9995,"Parking, AC"
Feel In Saudi,3.4,150,33,Hyderabad,North Indian,+91 732-247-3949,"Outdoor Seating, Live Music"
Feel In Saudia Shawarma,4.2,100,26,Hyderabad,Multicuisine,+91 972-542-5049,"AC, Live Music, WiFi"
Feel The Meal,3.6,50,42,Bhopal,North Indian,+91 786-630-3760,"AC, Outdoor Seating, Home Delivery"
Feel Well,4.3,200,34,Coimbatore,Multicuisine,+91 883-281-9677,"AC, Live Music, Parking, Outdoor Seating"
Feeling Hungry,4.1,250,42,Chandigarh,"North Indian, Biryani",+91 936-270-8865,"AC, Outdoor Seating, Parking"
Feelings Cake & Chocolates,3.9,250,25,Nashik,Bakery,+91 706-367-8785,"Home Delivery, WiFi, Takeaway Available"
Felfelah,4.1,100,55,Hyderabad,Fast Food,+91 982-385-7952,"AC, Parking, WiFi"
Feranoz,4.4,200,51,Hyderabad,"Fast Food, Bakery",+91 960-647-3557,"AC, Outdoor Seating, Takeaway Available"
Ferns N Petals Cakes,3.3,300,26,Surat,Bakery,+91 764-956-2800,"Live Music, Home Delivery"
Ferrara Pizzeria,3.7,150,44,Chennai,Fast Food,+91 894-301-2817,"Parking, Takeaway Available"
FFC - Funchick Fried Chicken,3.2,250,32,Mangalore,"North Indian, Fast Food",+91 958-447-8655,"Live Music, Home Delivery"
FFC Fried Chicken,4,200,26,Thrissur,Fast Food,+91 800-556-8465,"Home Delivery, Live Music, Takeaway Available"
FFC Restaurant,3.9,100,56,NCR,Fast Food,+91 906-555-4886,"Live Music, AC"
FFC Shawarma,3.9,150,30,Manipal,Multicuisine,+91 966-252-1670,"Outdoor Seating, WiFi"
Fidka,4.1,250,42,Varanasi,"North Indian, Fast Food",+91 846-963-1068,"Outdoor Seating, AC"
Fiery Grills,3.6,250,37,Chandigarh,Fast Food,+91 972-536-4440,"WiFi, AC, Outdoor Seating, Takeaway Available"
Fiery Pizza,3.7,350,30,Bhubaneswar,Fast Food,+91 990-332-6324,"WiFi, Outdoor Seating, Takeaway Available"
Fiesta Bar & Restaurant,4.3,300,50,Kolkata,"North Indian, Biryani",+91 780-956-6723,"Outdoor Seating, Parking, Takeaway Available, WiFi"
Fiesta Juice & Snacks Junction,4.2,300,30,Mysore,"Fast Food, Street Food",+91 709-330-9506,"WiFi, AC"
Fiesta Restaurant,3.2,50,33,Meerut,"North Indian, Fast Food, Street Food",+91 822-131-1006,"Takeaway Available, Home Delivery, Parking, Outdoor Seating"
Fifth Avenue Bakery & Cafe,4.3,100,30,Patna,Bakery,+91 809-713-8294,"WiFi, Outdoor Seating, Home Delivery"
Filfora,4,200,36,Bhopal,"North Indian, Fast Food",+91 765-507-9752,"Home Delivery, Outdoor Seating, Parking, Takeaway Available"
Fill In Fast Food And Chinese,4.2,50,24,Rajkot,Fast Food,+91 777-913-8922,"Home Delivery, AC"
Fillberto,4.1,150,43,Dehradun,"North Indian, Fast Food, Biryani",+91 893-293-2412,"Home Delivery, AC"
Filli Bites,4.1,200,45,Pune,Fast Food,+91 820-838-9108,"WiFi, Outdoor Seating, Live Music"
Fillico Grills,3.3,150,23,Thrissur,Fast Food,+91 794-579-7131,"AC, Home Delivery, WiFi, Parking"
Finaka Kitchen,4.1,200,37,Dehradun,North Indian,+91 979-891-4862,"Home Delivery, WiFi"
Finch Brew Cafe,3,150,30,Jalandhar,"North Indian, Fast Food",+91 983-791-8995,"Live Music, Takeaway Available, Outdoor Seating"
Finch Cafe,4.1,250,23,Aligarh,Multicuisine,+91 702-159-1631,"Home Delivery, AC, Outdoor Seating, Parking"
Fine Einstein Pizzeria,4.3,300,37,Pune,Fast Food,+91 805-240-1149,"Takeaway Available, Outdoor Seating, AC, Parking"
Fine Foods,3.3,150,39,Jabalpur,"South Indian, North Indian, Fast Food, Street Food",+91 800-415-9926,"Outdoor Seating, Home Delivery"
Finger Licks,3.7,200,39,Jalandhar,Fast Food,+91 708-591-1806,"Takeaway Available, Parking, Outdoor Seating, WiFi"
Finora Cafe,3.6,250,19,Aligarh,Street Food,+91 750-272-3131,"Home Delivery, WiFi"
Firangi Bake,3.4,300,23,Amritsar,Multicuisine,+91 780-644-1474,"Live Music, Home Delivery, AC, Parking"
Firangi Bake,3.6,150,33,Mangalore,Multicuisine,+91 987-560-2843,"Outdoor Seating, Parking, WiFi"
Firangi Bake,3.6,200,34,Mumbai,Multicuisine,+91 971-550-2657,"Home Delivery, Parking, WiFi, Live Music"
Firangi Bake,3.6,600,27,Jalandhar,Multicuisine,+91 724-746-1673,"Outdoor Seating, Parking, AC, WiFi"
Firangi Bake,3.7,50,32,Thrissur,Multicuisine,+91 746-237-8039,"Home Delivery, WiFi, Parking, Outdoor Seating"
Firangi Bake,3.7,100,26,Pune,Multicuisine,+91 702-326-4874,"Outdoor Seating, Home Delivery"
Firangi Bake,3.7,100,26,Salem,Multicuisine,+91 901-515-1132,"Outdoor Seating, Takeaway Available, AC, Live Music"
Firangi Bake,3.7,100,33,Bangalore,Multicuisine,+91 796-767-5326,"Outdoor Seating, Parking, Takeaway Available"
Firangi Bake,3.7,150,36,Nellore,Multicuisine,+91 996-819-9739,"Home Delivery, WiFi"
Firangi Bake,3.7,200,13,Aligarh,Multicuisine,+91 714-895-7108,"Live Music, AC"
Firangi Bake,3.8,100,32,Ahmedabad,Multicuisine,+91 769-283-1051,"AC, Live Music"
Firangi Bake,3.8,100,40,Surat,Multicuisine,+91 918-775-7321,"Live Music, AC, Parking"
Firangi Bake,3.8,100,41,Indore,Multicuisine,+91 944-564-2387,"AC, Live Music, WiFi"
Firangi Bake,3.8,150,32,Trivandrum,Multicuisine,+91 759-710-3796,"Takeaway Available, AC"
Firangi Bake,3.8,200,43,NCR,Multicuisine,+91 895-570-8027,"Parking, AC"
Firangi Bake,3.9,100,29,Patiala,Multicuisine,+91 817-389-7391,"AC, Home Delivery, WiFi, Outdoor Seating"
Firangi Bake,3.9,100,30,Belgaum,Multicuisine,+91 841-749-2724,"WiFi, Outdoor Seating, Live Music, AC"
Firangi Bake,3.9,150,38,Jabalpur,Multicuisine,+91 870-438-7299,"Live Music, WiFi, Parking, Home Delivery"
Firangi Bake,3.9,250,34,Vadodara,Multicuisine,+91 957-867-5326,"Home Delivery, AC, Outdoor Seating"
Firangi Bake,4,100,35,Palakkad,Multicuisine,+91 805-243-5023,"Home Delivery, WiFi, AC, Live Music"
Firangi Bake,4,100,35,Puducherry,Multicuisine,+91 832-517-8791,"WiFi, Home Delivery, AC, Live Music"
Firangi Bake,4,100,37,Mysore,Multicuisine,+91 736-448-1648,"Outdoor Seating, Takeaway Available, Live Music"
Firangi Bake,4,150,31,Nagpur,Multicuisine,+91 863-618-2608,"Live Music, Parking, WiFi"
Firangi Bake,4,150,35,Chandigarh,Multicuisine,+91 914-350-7654,"WiFi, Home Delivery, Live Music"
Firangi Bake,4,200,34,Jamshedpur,Multicuisine,+91 791-674-7227,"WiFi, Outdoor Seating, Parking, Home Delivery"
Firangi Bake,4,200,40,Hyderabad,Multicuisine,+91 832-382-7000,"Outdoor Seating, Live Music, Takeaway Available, Parking"
Firangi Bake,4,200,42,Meerut,Multicuisine,+91 858-295-8544,"Home Delivery, Live Music, Parking"
Firangi Bake,4,250,48,Guwahati,Multicuisine,+91 803-950-1131,"Home Delivery, Outdoor Seating, Takeaway Available"
Firangi Bake,4.1,50,40,Coimbatore,Multicuisine,+91 792-558-3721,"Outdoor Seating, AC, Live Music"
Firangi Bake,4.1,100,22,Bareilly,Multicuisine,+91 710-465-4313,"AC, Home Delivery, Live Music, WiFi"
Firangi Bake,4.1,100,25,Nashik,Multicuisine,+91 953-480-8078,"Parking, Live Music, Outdoor Seating"
Firangi Bake,4.1,100,40,Tirunelveli,Multicuisine,+91 867-650-3021,"AC, Home Delivery, Live Music, WiFi"
Firangi Bake,4.1,150,32,Ludhiana,Multicuisine,+91 999-157-3011,"Outdoor Seating, Takeaway Available"
Firangi Bake,4.1,150,36,Madurai,Multicuisine,+91 835-154-9763,"Outdoor Seating, Takeaway Available"
Firangi Bake,4.1,150,44,Dehradun,Multicuisine,+91 857-134-7999,"Outdoor Seating, Parking, Takeaway Available"
Firangi Bake,4.1,200,21,Vijayawada,Multicuisine,+91 826-222-8620,"Takeaway Available, Live Music, AC, WiFi"
Firangi Bake,4.1,200,36,Chennai,Multicuisine,+91 801-182-1182,"AC, Home Delivery"
Firangi Bake,4.1,200,42,Vellore,Multicuisine,+91 961-802-4347,"AC, Takeaway Available"
Firangi Bake,4.1,250,32,Jodhpur,Multicuisine,+91 917-107-3646,"Outdoor Seating, WiFi"
Firangi Bake,4.1,300,35,Udaipur,Multicuisine,+91 902-694-6529,"Parking, Outdoor Seating, Home Delivery"
Firangi Bake,4.1,300,46,Agra,Multicuisine,+91 955-619-2754,"Takeaway Available, WiFi, Home Delivery, Live Music"
Firangi Bake,4.1,350,35,Patna,Multicuisine,+91 990-343-1810,"Parking, AC"
Firangi Bake,4.1,450,29,Varanasi,Multicuisine,+91 822-301-6312,"Parking, Outdoor Seating"
Firangi Bake,4.2,100,29,Kanpur,Multicuisine,+91 705-428-4322,"AC, WiFi"
Firangi Bake,4.2,150,39,Jaipur,Multicuisine,+91 856-366-6574,"Home Delivery, WiFi, Outdoor Seating, AC"
Firangi Bake,4.2,200,23,Allahabad,Multicuisine,+91 912-859-5456,"WiFi, Live Music, Home Delivery"
Firangi Bake,4.2,200,34,Bhopal,Multicuisine,+91 964-475-4609,"Outdoor Seating, AC, Takeaway Available, Home Delivery"
Firangi Bake,4.3,150,32,Kota,Multicuisine,+91 732-969-4365,"Home Delivery, WiFi, Outdoor Seating, Takeaway Available"
Firangi Bake,4.3,150,33,Raipur,Multicuisine,+91 720-927-3874,"AC, Home Delivery, Outdoor Seating"
Firangi Bake,4.3,300,27,Goa,Multicuisine,+91 865-532-9802,"Live Music, Parking, Home Delivery, AC"
Firangi Bake,4.4,100,26,Guntur,Multicuisine,+91 975-572-4608,"Parking, Home Delivery"
Firangi Bake,4.4,150,45,Trichy,Multicuisine,+91 812-175-6603,"Outdoor Seating, AC"
Firangi Bake,4.4,200,39,Kolkata,Multicuisine,+91 953-683-5801,"Home Delivery, Live Music"
Firangi Burgers,3.9,250,44,Mumbai,Fast Food,+91 933-792-5102,"Home Delivery, Outdoor Seating, AC, Takeaway Available"
Firangi Burgers,4.1,100,37,Rajkot,Fast Food,+91 914-816-8890,"Takeaway Available, WiFi"
Firangi Dhaba,3.6,200,32,Amritsar,North Indian,+91 951-645-7534,"WiFi, Live Music"
Firangi Falooda,3.9,200,30,Nellore,"Fast Food, Street Food",+91 879-896-4135,"Home Delivery, Live Music, Parking, WiFi"
Firangi Family Restaurant,3.7,200,30,Nagpur,"North Indian, Fast Food, Street Food, Biryani",+91 713-251-6531,"Home Delivery, Live Music, Parking"
Firangi Frankie,4.4,100,32,Vadodara,Street Food,+91 978-831-5537,"Outdoor Seating, Parking, WiFi, Live Music"
Firangi Kitchen,3.7,150,35,Patna,"South Indian, North Indian, Biryani",+91 798-464-7565,"Outdoor Seating, Live Music, AC"
Firangi Madras,4,100,50,Kolkata,"South Indian, Fast Food",+91 756-299-3341,"Takeaway Available, Live Music, AC"
Firangi Mithai,4.1,250,20,Bhubaneswar,Bakery,+91 898-424-9979,"WiFi, AC, Takeaway Available"
Firangi Momos,4.1,150,20,Nagpur,Multicuisine,+91 874-211-6574,"Home Delivery, Parking, Live Music, AC"
Firangi Pizza,4.3,150,36,Meerut,Fast Food,+91 976-937-8526,"Takeaway Available, Live Music"
Firangi Tadka,3.8,200,21,Amravati,"North Indian, Fast Food, Street Food",+91 884-142-7855,"Takeaway Available, Live Music, WiFi, AC"
Firangish 2.0,4.4,150,31,Nagpur,Fast Food,+91 886-684-8184,"Parking, Takeaway Available, AC, Outdoor Seating"
Firangish Cafe & Courtyard,4,150,38,Nagpur,"North Indian, Fast Food",+91 826-422-9786,"Takeaway Available, Live Music"
Firdous Restaurant Since 1979,4.3,150,17,Kota,"North Indian, Biryani",+91 765-123-4803,"Live Music, Takeaway Available, Outdoor Seating, AC"
Firdoz Dum Biriyani,4.1,100,25,Puducherry,"Street Food, Biryani",+91 850-687-2881,"Parking, AC, Takeaway Available, Outdoor Seating"
Fire & Ice Mandi Restaurent,4.2,200,51,Hyderabad,Multicuisine,+91 708-938-4768,"Live Music, Takeaway Available, AC"
Fire and Burger,3.6,100,36,Lucknow,Multicuisine,+91 987-482-4702,"Home Delivery, Outdoor Seating, Live Music"
Fire and Burger,3.6,100,38,Lucknow,Multicuisine,+91 914-352-7640,"Outdoor Seating, Home Delivery, Parking"
Fire And Ice Family Restaurant,4.1,100,17,Ujjain,"South Indian, Street Food",+91 713-270-1491,"AC, Takeaway Available, WiFi, Outdoor Seating"
Fire House Pizza,3.8,200,38,Ludhiana,Fast Food,+91 765-888-4192,"Home Delivery, Outdoor Seating, AC"
Fire House Pizza,4.1,200,39,Allahabad,Fast Food,+91 885-258-7965,"Takeaway Available, AC, Outdoor Seating"
Fire Kitchens,3.7,150,58,Hyderabad,"North Indian, Biryani",+91 970-300-4477,"AC, Parking"
Fire 'N' Grill,4,350,25,Chandigarh,Fast Food,+91 709-674-9140,"Home Delivery, WiFi, AC, Parking"
Fire On Wheels,4,300,46,Ahmedabad,"North Indian, Fast Food",+91 871-723-1709,"AC, Outdoor Seating"
Fire Pizza,3.6,200,28,Bareilly,Multicuisine,+91 910-152-5776,"Home Delivery, Parking, AC"
Fire Pizza,4,250,36,Coimbatore,Fast Food,+91 801-521-1910,"Live Music, Outdoor Seating, Home Delivery, Parking"
Firecraft by Rajhans,3.9,100,36,Bhopal,"South Indian, Fast Food",+91 799-638-9926,"Parking, Outdoor Seating, AC"
Fires & Flavours,3.8,250,57,Guwahati,Fast Food,+91 982-336-1375,"AC, WiFi"
Firewood Pizza,3.6,150,38,Jaipur,Fast Food,+91 973-697-6036,"Outdoor Seating, AC"
Firni's,4.3,100,41,Kolkata,Multicuisine,+91 801-818-5022,"Home Delivery, AC, Outdoor Seating"
Firoz Biryani,4,150,45,Kharagpur,"North Indian, Biryani",+91 725-868-1399,"Parking, Home Delivery, Outdoor Seating"
Firoz Hotel Chicken Biryani Counter,4.2,100,19,Jaipur,Biryani,+91 872-340-3651,"Parking, AC, WiFi, Outdoor Seating"
First Innings Multicuisine Restaurant - The Stadel,4.2,300,41,Kolkata,North Indian,+91 871-605-3436,"AC, Takeaway Available, Parking, Live Music"
Fish & Chips,2.9,150,35,Vijayawada,Fast Food,+91 928-786-5396,"Live Music, Parking"
Fish Bowl,3.5,100,32,Mysore,North Indian,+91 894-820-9068,"Live Music, Outdoor Seating"
Fish Curry On,3.3,100,22,Gorakhpur,"North Indian, Street Food",+91 933-302-1177,"Takeaway Available, Outdoor Seating, WiFi"
Fish Curry Rice,4.3,50,27,Pune,Multicuisine,+91 803-872-9092,"Parking, Home Delivery, WiFi, Takeaway Available"
Fish Land,4.1,200,19,Mangalore,South Indian,+91 974-256-1312,"Takeaway Available, Parking, AC, WiFi"
Fish Land,4.1,300,19,Mysore,"North Indian, Biryani",+91 792-454-7619,"WiFi, Live Music, Parking"
Fish N Life,3.7,100,37,Tirunelveli,"South Indian, Fast Food",+91 963-287-6673,"WiFi, Outdoor Seating, Parking"
